,package,description,category
27770,,"['application', 'allows', 'track', 'parcel', 'world', 'view', 'package', 'world', 'map', 'notify', 'something', 'happens']",Shopping
27778,,"['shopping', 'list', 'task']",Shopping
27929,,"['important', 'see', 'disclaimer', 'everything', 'house', 'ebth', 'premier', 'online', 'auction', 'marketplace', 'bringing', 'thrill', 'estate', 'sale', 'shopping', 'online', 'thousand', 'one-of-a-kind', 'item', 'added', 'every', 'day', 'item', 'starting', 'reserve', 'price', 'discover', 'antique', 'art', 'vintage', 'fashion', 'mid-century', 'modern', 'furniture', 'designer', 'jewelry', 'collectible', 'coin', 'used', 'car', 'much', 'looking', 'sell', 'collection', 'online', 'ebth', 'help', 'manage', 'entire', 'process', 'putting', 'estate', 'auction', 'photography', 'cataloging', 'payment', 'delivery', 'combining', 'high-touch', 'customer', 'service', 'reach', 'e-commerce', 'platform', 'ebth', 'allows', 'unlock', 'true', 'value', 'personal', 'belonging', 'proceeds', 'typically', 'time', 'higher', 'traditional', 'estate', 'sale', 'discover', 'treasure', 'world', 'best', 'estate', 'sale', 'ebth', 'allows', 'explore', 'hundred', 'auction', 'every', 'month', 'anywhere', 'around', 'globe', 'timely', 'notification', 'sale', 'ending', 'competition', 'heating', 'item', 'love', 'bid', 'items—from', 'watch', 'warhol—start', 'notification', 'sale', 'start', 'watch', 'list', 'allows', 'bidder', 'follow', 'piece', 'interest', 'option', 'set', 'maximum', 'bid', 'item', 'allowing', 'automatic', 'bidding', 'notification', 'user', 'outbid', 'auction', 'alert', 'sale', 'active', 'bid', 'end', 'item', 'description', 'professional', 'cataloger', 'item', 'image', 'professional', 'photographer', 'instant', 'shipping', 'quote', 'download', 'start', 'shopping', 'estate', 'sale', 'today', 'disclaimer', 'let', 'experience', 'publicly', 'available', 'content', 'trademark', 'copyrighted', 'content', 'belong', 'owner']",Shopping
28173,,"['quickly', 'look', 'mcc', 'description', 'code', 'vice', 'versa', 'mcc', 'affect', 'money', 'mcc', 'merchant', 'category', 'code', 'four-digit', 'number', 'assigned', 'merchant', 'classifies', 'type', 'service', 'provides', 'every', 'time', 'pay', 'credit', 'card', 'transaction', 'contains', 'mcc', 'merchant', 'bank', 'know', 'category', 'restaurant', 'barbershop', 'etc', 'money', 'spent', 'cash', 'back', 'award', 'point', 'program', 'work', 'might', 'interested', 'bank', 'card', 'cash', 'back/award', 'point', 'program', 'clear', 'insight', 'maximize', 'profit', 'credit', 'card', 'would', 'avoid', 'extra', 'commission', 'operation', 'category', 'considered', 'bank', 'cash', 'withdrawal', 'set', 'payment', 'terminal', 'local', 'business', 'find', 'useful', 'always', 'mcc', 'guide', 'hand', 'mobile', 'device']",Shopping
28316,,"['search', 'backpage.com', 'click', 'search', 'backpage', 'nationwide', 'search', 'backpage', 'image', 'search', 'backpage', 'city', 'state', 'learn', 'search', 'backpage']",Shopping
28355,,"['optionpass', 'discount', 'ka', 'bos', 'smart', 'shopping', 'pas', 'save', 'food', 'shopping', 'hotel', 'etc', 'optionpass', 'product', 'optiontown', 'inc', 'pioneer', 'world', 'travel', 'option', 'optionpass', 'optiontown', 'forayed', 'vertical', 'retail', 'consumer', 'merchandise', 'buyer', 'agree', 'spend', 'certain', 'amount', 'period', 'year', 'purchase', 'chosen', 'seller', 'moment', 'agree', 'commit', 'particular', 'sum', 'huge', 'saving', 'flow', 'beginning', 'instant', 'bonus', 'amount', 'substantial', 'besides', 'usual', 'discount', 'available', 'manufacturer/service', 'provider', 'example', 'buy', 'optionpass', 'mcdonalds', 'paying', 'receive', 'instant', 'bonus', 'amount', 'extra', 'optionpass', 'optionpass', 'enjoy', 'food', 'worth', 'mcdonalds', 'outlet', 'year', 'highly', 'innovative', 'smart', 'shopping', 'program', 'come', 'loaded', 'exceptional', 'benefit', 'expenditure', 'wide-range', 'product', 'service', 'optionpass', 'provides', 'wonderfully', 'easy', 'convenient', 'experience', 'consumer', 'log', 'optionpass', 'www.optionpass.in', 'join', 'fast', 'expanding', 'global', 'family', 'optionpass', 'holder', 'optionpass', 'work', 'agree', 'spend', 'fixed', 'amount', 'period', 'year', 'buy', 'good', 'service', 'seller', 'choice', 'receive', 'instant', 'bonus', 'amount', 'earn', 'extra', 'saving', 'purchase', 'pay', 'le', 'utility', 'product', 'optionpass', 'optionpass', 'smart', 'shopping', 'pas', 'earn', 'huge', 'saving', 'daily', 'need', 'food', 'clothing', 'grocery', 'electronic', 'good', 'home', 'good', 'medicine', 'petrol/diesel', 'flight', 'hotel', 'etc', 'optionpass', 'absolutely', 'unique', 'optionpass', 'follows', 'cheapest', 'price', 'earn', 'maximum', 'saving', 'exchange', 'commitment', 'spend', 'fixed', 'amount', 'favorite', 'provider', 'via', 'optionpass', 'higher', 'spending', 'amount', 'bonus', 'saving', 'every', 'time', 'add', 'spending', 'amount', 'automatically', 'receive', 'instant', 'bonus', 'amount', 'optionpass', 'hidden', 'restriction', 'fee', 'hidden', 'restriction', 'fee', 'optionpass', 'holder', 'immediate', 'recognition', 'earn', 'reward', 'partner', 'store', 'optionpass', 'digital', 'attached', 'cellphone', 'number', 'never', 'let', 'mistake', 'forgetting', 'wallet', 'home', 'spoil', 'shopping', 'pay', 'rest', 'later', 'pay', 'minimum', 'upfront', 'amount', 'low', 'total', 'spending', 'amount', 'rest', 'later', 'wish', 'redeem', 'pas', 'may', 'also', 'choose', 'pay', 'complete', 'amount', 'upfront', 'earn', 'even', 'bonus', 'buy', 'optionpass', 'choose', 'favorite', 'seller', 'brand', 'fixed', 'amount', 'wish', 'spend', 'period', 'year', 'purchase', 'seller', 'pay', 'full', 'amount', 'earn', 'maximum', 'bonus', 'pay', 'small', 'amount', 'upfront', 'rest', 'later', 'automatically', 'receive', 'instant', 'bonus', 'amount', 'optionpass', 'shopping', 'optionpass', 'shop', 'store', 'outlet', 'enlisted', 'optionpass', 'log', 'optionpass', 'account', 'either', 'optiontown', 'mobile', 'mobile', 'cell', 'phone', 'input', 'bill', 'amount', 'seller', 'location', 'click', 'redeem', 'pay', 'shopping', 'bill', 'company', 'parent', 'company', 'optionpass', 'optiontown', 'inc', 'specializes', 'innovative', 'unique', 'option', 'aimed', 'optimizing', 'value', 'traveler', 'travel', 'provider', '//www.optiontown.com', 'industry', 'airlines/aviation', 'type', 'privately', 'held', 'company', 'size', 'employee', 'founded', 'promoter', 'company', 'optiontown', 'founded', 'alumnus', 'mit', 'massachusetts', 'institute', 'technology', 'iit', 'indian', 'institute', 'technology', 'developed', 'mathematical', 'algorithm', 'based', 'technology', 'utilizes', 'year', 'research', 'done', 'mit', 'founder', 'ceo', 'sachin', 'goel', 'seasoned', 'inventor', 'holding', 'patent', 'worldwide']",Shopping
28677,,"['recarga', 'agora', 'tool', 'aim', 'facilitate', 'access', 'public', 'transportation', 'end', 'user', 'public', 'transport', 'possibility', 'recharge', 'card', 'check', 'balance', 'electronic', 'credit', 'without', 'travel', 'point', 'refill', 'initially', 'process', 'done', 'machine', 'machine', 'self-service', 'po', 'electronic', 'transaction', 'machine', 'recharging', 'terminal', 'user', 'moved', 'point', 'ability', 'perform', 'operation', 'smartphones', 'tablet', 'computer', 'providing', 'everything', 'around', 'palm', 'hand']",Shopping
28893,,"['nedbank', 'masterpass', 'simplifies', 'way', 'shop', 'whether', 'home', 'store', 'go', 'perfect', 'combination', 'security', 'convenience', 'safely', 'storing', 'payment', 'shipping', 'information', 'consumer', 'spend', 'le', 'time', 'checking', 'time', 'enjoying', 'thing', 'love', 'mastercard-hosted', 'masterpass', 'service', 'centrally', 'hosted', 'mastercard', 'fully', 'pci-dss', 'compliant', 'allows', 'simple', 'way', 'participate', 'worldwide', 'mastercard', 'masterpass', 'acceptance', 'network', 'additional', 'advantage', 'pin', 'authenticated', 'transaction']",Shopping
28902,,"['peruse', 'collection', 'fine', 'jewelry', 'search', 'world', 'largest', 'diamond', 'database', 'quote', 'round', 'princess', 'cut', 'exotic', 'cut', 'radiant', 'cushion', 'pear', 'trillion', 'partnered', 'world', 'largest', 'foremost', 'supplier', 'loose', 'diamond', 'given', 'customer', 'direct', 'access', 'finest', 'quality', 'diamond', 'gem', 'stone', 'existence', 'merricks', 'jewelry', 'allows', 'customer', 'search', 'world', 'largest', 'database', 'g.i.a', 'certified', 'diamond', 'every', 'diamond', 'featured', 'come', '3rd', 'party', 'certification', 'g.i.a.', 'gemological', 'institute', 'america', 'guarantee', 'quality', 'every', 'diamond', 'sell', 'confident', 'price', 'best', 'price', 'match', 'quote', 'g.i.a', 'certified', 'diamond', 'send', 'written', 'copy', 'quote', 'service', 'representative', 'customerservice', 'merricksjewelry.com', 'merricks', 'jewelry', 'live', 'quote', 'updated', 'beat', 'competitor', 'price', 'merricks', 'jewelry', 'also', 'ton', 'stuff', 'including', 'diamond', 'explorer', 'mini-game', 'live', 'fashion', 'section', 'section', 'dedicated', 'wedding', 'engagement', 'find', 'type', 'interesting', 'information', 'including', 'poem', 'quote', 'dedicated', 'love', 'merricks', 'jewelry', 'guarantee', 'purchase', 'made', 'within', 'day', 'purchase', 'day', 'money', 'back', 'return', 'policy', 'valid', 'product', 'product', 'received', 'match', 'description/quote', 'received', 'send', 'back', 'within', 'day', 'question', 'asked', 'money', 'back', 'return']",Shopping
29069,,"['sneaker', 'id', 'uygulaması', 'ile', 'alışverişlerinizde', 'uygulama', 'içerisinde', 'bulunan', 'size', 'ait', 'sanal', 'kartınızı', 'kasiyere', 'okutun', 'puan', 'kazanıp', 'indirim', 'kazanmaya', 'başlayın']",Shopping
29145,,"['sharaf', 'dg', 'no.1', 'electronics', 'destination', 'uae', 'bahrain', 'oman', 'qatar', 'offer', 'widest', 'range', 'best', 'price', 'trusted', 'service', 'sharaf', 'dg', 'perfect', 'tool', 'dedicated', 'empowering', 'information', 'buy', 'right', 'product', 'catalog', 'deal', 'explore', 'catalog', 'deal', 'browse', 'latest', 'promotion', 'sharaf', 'dg', 'rich', 'content', 'product', 'choose', 'right', 'product', 'instant', 'notification', 'latest', 'deal', 'offer', 'available', 'nearest', 'store', 'scan', 'scan', 'qr', 'code', 'sharaf', 'dg', 'store', 'catalog', 'ad', 'wealth', 'information', 'electronic', 'product', 'promotion', 'much', 'even', 'compare', 'product', 'scanning', 'qr', 'code', 'compare', 'compare', 'product', 'specification', 'price', 'share', 'connect', 'family', 'friend', 'ask', 'advice', 'recommend', 'download', 'sharaf', 'dg', 'today', 'empowered']",Shopping
29379,,"['buy', 'diamond', 'check', 'price', 'first', '-diamond', 'price', '-suggested', 'diamond', '-diamond', 'knowledge', '-buy', 'diamond', 'stock', 'list', '想買鑽石？先查查價格吧', '-鑽石價格', '-即時建議鑽石', '-鑽石知識', '-buy', 'diamond鑽石庫']",Shopping
29627,,"['liberty', 'masterpass', 'simplifies', 'way', 'shop', 'whether', 'home', 'store', 'go', 'perfect', 'combination', 'security', 'convenience', 'safely', 'storing', 'payment', 'shipping', 'information', 'consumer', 'spend', 'le', 'time', 'checking', 'time', 'enjoying', 'thing', 'love', 'mastercard-hosted', 'masterpass', 'service', 'centrally', 'hosted', 'mastercard', 'fully', 'pci-dss', 'compliant', 'allows', 'simple', 'way', 'participate', 'worldwide', 'mastercard', 'masterpass', 'acceptance', 'network', 'additional', 'advantage', 'pin', 'authenticated', 'transaction']",Shopping
29731,,"['social', 'deal', 'heeft', 'de', 'beste', 'deal', 'zodat', 'jij', 'je', 'stad', 'ontdekt', 'voor', 'een', 'onverslaanbare', 'prijs', 'korting', 'met', 'de', 'social', 'deal', 'heb', 'jij', 'al', 'jouw', 'voucher', 'reserveringen', 'en', 'nieuwe', 'deal', 'bij', 'elkaar', 'op', 'je', 'mobiel', 'download', 'de', 'social', 'deal', 'gratis', 'en', 'koop', 'alle', 'deal', 'eenvoudig', 'via', 'jouw', 'iphone', 'én', 'ipad']",Shopping
29764,,"['gift', 'list', 'maker', 'utility', 'keeping', 'track', 'friend', 'family', 'even', 'christmas', 'birthday', 'little', 'extra', 'money', 'spend', 'along', 'name', 'item', 'keep', 'track', 'price', 'available', 'info', 'purchased', 'buying', 'gift', 'buy', 'someone', 'gift', 'someone', 'else', 'already', 'got', 'random', 'note', 'useful', 'somebody', 'say', 'something', 'forget', 'christmas', 'come', 'around', 'also', 'synchronize', 'list', 'window', 'phone', 'version', 'using', 'onedrive', 'account', 'everyone', 'list', 'sent']",Shopping
29853,,"['looking', 'ultimate', 'mobile', 'shopping', 'experience', 'save', 'time', 'money', 'kroger', 'kroger', 'put', 'convenience', 'saving', 'fingertip', 'simply', 'download', 'create', 'account', 'register', 'kroger', 'shopper', 'card', 'take', 'advantage', 'great', 'benefit']",Shopping
29872,,"['speech', 'shopper', 'dictate', 'shopping', 'list', 'instead', 'typing', 'also', 'able', 'add', 'shopping', 'item', 'product', 'list', 'typing', 'on-screen', 'keyboard', 'enjoy']",Shopping
29892,,"['important', 'must', 'enable', 'voice', 'option', 'phone', 'configuration', 'menu', 'also', 'install', 'language', 'file', 'menu', 'voice', 'shopping', 'list', 'practial', 'easy', 'tu', 'shopping', 'list', 'application', 'product', 'added', 'voice', 'would', 'recommended', 'option', 'typing', 'dictate', 'product', 'time', 'shopping', 'list', 'voice', 'creating', 'list', 'automatically', 'ating', 'separate', 'corresponding', 'list', 'plus', ""'ll"", 'save', 'phone', 'many', 'shopping', 'list', 'consider', 'necessary', 'either', 'keep', 'buying', 'product', 'classified', 'manner', 'reuse', 'list', 'time', 'also', 'included', 'live', 'tile', 'informs', 'many', 'product', 'buy', 'earring', 'active', 'list']",Shopping
30026,,"['banggood', 'offering', 'best', 'bang', 'buck', 'provides', 'worldwide', 'coverage', 'product', 'electronics', 'cool', 'gadget', 'fashionable', 'clothing', 'mobile', 'phone', 'beauty', 'accessory', 'jewelry', 'watch', 'easily', 'bought']",Shopping
30074,,"['know', 'best', 'deal', 'holiday', 'season', 'anyone', 'else', 'help', 'plan', 'holiday', 'shopping', 'strategy', 'showing', 'current', 'black', 'friday', 'ad', 'ad', 'previous', 'year', 'compare']",Shopping
30264,,"['overview', ""'my"", 'purchase', 'help', 'stay', 'organized', 'know', 'bought', 'bought', 'arrive', 'without', 'ever', 'check', 'main', ""'my"", 'purchase', 'work', 'seamlessly', 'inbox', 'find', 'store', 'e-receipts', 'stuff', 'buy', 'always', 'date', 'using', 'inbox', ""'my"", 'purchase', 'update', 'order', 'automatically', ""'re"", 'always', 'top', 'receipt', 'lose', ""'my"", 'purchase', 'keep', 'track', 'buy', 'effortlessly', 'secret', 'sauce', 'inbox', 'add', 'account', 'send', 'merchant', 'notification', ""'ll"", 'work', ""'my"", 'purchase', 'process', 'shopping-related', 'email', 'order', 'confirmation', 'e-receipts', 'in-store', 'purchase', 'easily', 'keep', 'track', 'stuff', 'secure', 'private', ""'my"", 'purchase', 'powered', 'slice', 'us', 'encryption', 'security', 'major', 'u', 'financial', 'institution', 'email', 'slice', 'process', 'related', 'order', 'shipping', 'confirmation', 'credit', 'card', 'data', 'ever', 'accessed', 'password', 'stored', 'online', 'retailer', 'account', ""'my"", 'purchase', 'service', ""'re"", 'committed', 'staying', 'way', 'everyone', 'especially', 'since', ""'re"", 'user', 'remove', 'ad', 'developer', 'paid', ""'my"", 'purchase', 'powered', 'slice', 'information', 'slice', 'service', 'see', '//www.slice.com/shopping_intro', '//www.slice.com/how_it_works', ""'my"", 'purchase', ""'my"", 'purchase', 'designed', 'primarily', 'people', 'shop', 'frequently', 'online', 'least', 'times/month', 'also', 'benefit', 'type', 'shopper', 'check', 'real-world', 'scenario', 'sound', 'familiar', 'slice', 'may', 'good', 'fit', 'buy', 'variety', 'store', 'keep', 'record', 'everything', ""'ve"", 'bought', 'place', 'buy', 'lot', 'others', 'holiday', 'birthday', 'baby', 'wedding', 'shower', 'always', 'seems', 'event', 'shop', ""'my"", 'purchase', 'make', 'easy', 'remember', ""'ve"", 'bought', 'someone', 'past', 'sometimes', 'forget', ""'ve"", 'bought', 'bought', ""'my"", 'purchase', 'purchase', 'info', 'place', 'log', 'multiple', 'website', 'dig', 'receipt', 'manually', 'organize', 'email', 'return', 'item', ""'ll"", 'call', 'receipt', 'click', 'refer', 'return', 'policy', 'give', 'customer', 'service', 'phone', 'number', 'supported', 'merchant', 'right', 'within', ""'my"", 'purchase', 'main', 'quickly', 'search', 'receipt', 'find', 'purchase', 'browsing', 'merchant', 'category', 'graph', 'chart', 'showing', 'trend', 'merchant', 'category', 'access', 'merchant', 'return', 'policy', 'phone', 'number', 'easily', 'find', 'order', 'number', 'contacting', 'merchant', 'easily', 'order', 'item', 'quote', 'slice', 'service', 'think', 'spectacular', 'found', 'immensely', 'useful', 'love', 'slice', 'leo', 'laporte', 'tech', 'journalist', 'entrepreneur', 'service', 'incredibly', 'secure', 'slice', 'must-have', 'tool', 'online', 'shipping', 'actually', 'thought', 'fun', 'see', ""'ve"", 'spent', 'money', 'years.', 'cbs', 'news', 'best', 'package', 'tracker', 'lifehacker', 'top', 'productivity', 'without', 'business', 'insider', 'flower', 'bumblebee', 'known', 'issue', 'first', 'run', 'may', 'take', 'time', 'retrieve', 'purchase', 'history', 'certain', 'adding', 'mailbox', 'cancelling', 'service', 'done', 'directly', '//www.slice.com', ""'my"", 'purchase', 'ultimate', 'companion', 'online', 'shopper', 'try', ""'re"", 'sure', ""'ll"", 'love', 'paid', 'remove', 'ad', 'developer', 'please', 'consider', 'upgrading', 'paid', 'shop', 'online', ""'my"", 'purchase', 'back']",Shopping
30269,,"['tessilnova', 'online', 'store', 'tessilnova', 'grisolini', 'claudio', 'c.', 'snc', 'simple', 'way', 'find', 'purchase', 'product', 'allows', 'view', 'product', 'detail', 'display', 'discount', 'offer', 'quick', 'searching', 'purchase', 'product', 'check', 'status', 'order', 'informed', 'discount', 'promotion', 'news']",Shopping
30373,,"['onetenmart', 'online', 'price', 'comparison', 'shopping', 'engine', 'founded', 'empower', 'thousand', 'discerning', 'consumer', 'tool', 'service', 'make', 'lucrative', 'purchase-decision', 'relentless', 'innovation', 'advanced', 'tool', 'resource', 'offer', 'best', 'online', 'shopping', 'experience', 'shopper', 'valued', 'customer', 'round-the-clock']",Shopping
30411,,"['accumulate', 'point', 'every', 'purchase', 'fast-food', 'restaurant', 'chain', 'domino', 'pizza', 'burger', 'king', 'dunkin', 'donut', 'popeyes', 'chicken', 'vietnam', 'ippg', 'f', 'b', 'member', 'card', 'application', 'include', 'qr', 'code', 'place', 'plastic', 'card', 'time', 'check', 'account', 'balance', 'transaction', 'history', 'discover', 'latest', 'promotion', 'campaign', 'find', 'shop', 'location', 'maximum', 'week', 'registration', 'customer', 'log', 'application', 'friendly', 'easy-to-use', 'interface', 'associated', 'outstanding', 'higher', 'usability', 'ippg', 'f', 'b', 'member', 'card', 'application', 'provide', 'customer', 'great', 'experience', 'let', 'install', 'enjoy', 'inquiry', 'comment', 'please', 'u', 'address', 'membercard', 'vfbs.vn', 'call', 'center']",Shopping
30563,,"['discount', 'make', 'purchase', 'vending', 'machine', 'monyx', 'wallet', 'monyx', 'allows', 'smartphone', 'purchase', 'product', 'vending', 'machine', 'quickly', 'easily', 'receive', 'special', 'discount', 'promotion', 'participating', 'machine', 'worldwide', 'many', 'reason', 'monyx', 'debit/credit', 'card', 'prepaid', 'card', 'paypal', 'track', 'purchase', 'history', 'send', 'gift', 'product', 'friend', 'convenience', 'smart', 'phone', 'hope', 'find', 'monyx', 'useful', 'would', 'appreciate', 'feedback', 'www.monyx.com', 'thanks']",Shopping
31066,,"['outfit', 'special', 'occasion', 'simply', 'add', 'wardrobe', 'collection', 'look', 'fashion', 'center', 'browse', 'favourite', 'online', 'store', 'inside', 'fashion', 'center', ""'re"", 'going', 'look', 'spectacular']",Shopping
31563,,"['featured', 'microsoft', 'window', 'phone', 'store', 'simply', 'shopping', 'shopping', 'list', 'simplifies', 'shopping', 'experience', 'never', 'create', 'shopping', 'list', 'check', 'item', ""'main"", 'list', 'add', 'shopping', 'list', 'key', 'user', 'pin', 'shopping', 'list', 'start', 'screen', 'live', 'tile', 'let', 'user', 'know', 'many', 'item', 'still', 'buy', 'also', 'pin', 'every', 'individual', 'store', 'tile/list', 'start', 'screen', 'calculate', 'total', 'cost', 'item', 'bought', 'shopping', 'list', 'show', 'running', 'total', 'check', 'item', 'shopping', 'list', 'also', 'option', 'see', 'total', 'cost', 'store', 'text', 'entire', 'shopping', 'list', 'also', 'option', 'text', 'individual', 'store', 'list', 'ability', 'backup', 'entire', 'database', 'onedrive', 'concept', 'simple', 'create', ""'main"", 'list', 'permanent', 'list', 'item', ""'main"", 'list', 'simply', 'check', 'item', 'add', 'shopping', 'list', 'easily', 'edit', 'item', 'anywhere', ""'main"", 'list', ""'shop"", 'list', 'change', 'reflect', 'automatically', 'everywhere', 'please', 'note', 'whenever', 'backup', 'database', 'automatically', 'create', 'folder', 'named', ""'simplyshoppingbackup"", 'onedrive', 'folder', 'save', 'database', 'file', ""'shoppinglist.sdf"", 'inside', 'folder', 'support/feedback', 'simplyshopping', 'outlook.com', 'shopping', 'list', 'grocery', 'todo', 'list', 'list']",Shopping
32148,,"['avoiding', 'buying', 'ebay', 'getting', 'outbid', 'often', 'make', 'buying', 'ebay', 'fun', 'myibidder', 'bid', 'sniper', 'sniper', 'ebay', 'buyer', 'place', 'last', 'second', 'bid', 'increase', 'chance', 'win', 'finally', 'store', 'bundled', 'snipe', 'watch', 'auction', 'anymore', 'set', 'snipe', 'let', 'sniper', 'job', 'pps', 'mean', 'pay', 'per', 'snipe', 'come', 'snipe', 'purchase', 'additional', 'snipe', 'time', 'directly', 'count', 'snipe', 'snipe', 'le', 'usd', 'gbp', 'aud', 'balance', 'zero', ""'ll"", 'snipe', 'within', 'hour', 'application', 'us', 'myibidder.com', 'service', 'originally', 'named', 'myibay.com', 'place', 'snipe', 'turn', 'disconnect', 'phone', 'scheduled', 'snipe', 'currently', 'service', 'process', 'snipe', 'weekly', 'never', 'used', 'ebay', 'sniper', 'past', 'sniping', 'guarantee', 'winning', 'meet', 'ebay', 'seller', 'requirement', 'order', 'win', 'ebay', 'password', 'must', 'secure', 'enough', 'ebay', 'standard', 'order', 'work', 'see', 'warning', 'screen', 'login', 'ebay', 'secure', 'token', 'supported', 'due', 'limitation', 'also', 'snipe', 'must', 'ready', 'added', 'activated', 'least', 'minute', 'advance', 'snipe', 'exact', 'amount', 'set', 'nobody', 'bid', 'higher', 'win', 'lowest', 'possible', 'price', 'enough', 'outbid', 'previous', 'bidder', 'increment', 'mean', 'set', 'absolute', 'maximum', 'snipping', 'stop', 'sniping', 'least', 'minute', 'go', 'setting', 'activate', 'saving', 'change', 'also', 'technically', 'possible', 'show', 'current', 'bid', 'real-time', 'tap', 'refresh', 'icon', 'current', 'status', 'sniper', 'monitoring', 'tool', 'place', 'bid', 'last', 'second']",Shopping
32195,,"['nzsale', 'leading', 'members-only', 'online', 'shopping', 'club', 'offering', 'saving', 'virtual', 'doorway', 'designer', 'fashion', 'every', 'day', 'host', 'sale', 'world', 'top', 'fashion', 'brand', 'lady', 'men', 'child', 'accessory', 'beauty', 'home', 'nzsale', 'longer', 'wait', 'sale', 'best', 'brand', 'always', 'sale', 'nzsale', 'provides', 'convenient', 'way', 'access', 'sale', 'three', 'simple', 'step', 'anywhere', 'never', 'miss', 'deal', 'browse', 'scroll', 'sale', 'category', 'item', 'select', 'zoom', 'choose', 'favourite', 'select', 'clear', 'display', 'show', 'available', 'size', 'enables', 'fast', 'selection', 'checkout', 'quickly', 'securely', 'checkout', 'return', 'browse', 'sale', 'exclusive', 'nzsale', 'member', 'last', 'approximately', 'day', 'stock', 'number', 'limited', 'many', 'item', 'available', 'retailer', 'make', 'sure', 'quick']",Shopping
32196,,"['cocosa', 'uk', 'leading', 'luxury', 'online', 'shopping', 'cocosa.com', 'luxury', 'flash', 'sale', 'offer', 'member', 'premium', 'designer', 'brand']",Shopping
32902,,"['let', 'convert', 'clothes', 'size']",Shopping
33023,,"['application', 'carrefour', 'tunisia', 'beta', 'allows', 'window', 'phone', 'user', 'locate', 'gps', 'carrefour', 'store', 'across', 'tunisian', 'territory', 'plot', 'route', 'follow', 'also', 'possible', 'phone', 'replace', 'loyalty', 'card', 'case', 'forget', 'feature', 'loyalty', 'card', 'user', 'enter', 'card', 'number', 'scan', 'save', 'card', 'check', 'video', 'present', 'favorite', 'social', 'network', 'user', 'also', 'able', 'call', 'customer', 'service', 'directly']",Shopping
33426,,"['easyshopping', 'allows', 'create', 'shopping', 'list', 'easy', 'simple', 'way', 'using', 'also', 'voice', 'command', 'importantly', 'easyshopping', 'list', 'item', 'right', 'order', 'easyshopping', 'allows', 'manage', 'order', 'product', 'find', 'favorite', 'store', 'together', 'product', 'location', 'inside', 'store', 'first', 'fruit', 'vegetable', 'sausage', 'add', 'product', 'shopping', 'list', 'automatically', 'ordered', 'list', 'accordingly', 'way', 'find', 'store', 'ever', 'middle', 'shopping', 'remembered', 'forgot', 'product', 'right', 'store', 'entrance', 'wo', 'happen', 'even', 'check', 'recheck', 'list', 'see', 'took', 'everything', 'forgot', 'something', 'easyshopping', 'question', 'suggestion', 'please', 'u', 'easyshopping', 'alimede.it']",Shopping
33564,,"['buyme', 'supposed', 'simple', 'application', 'u', 'shopping', 'important', 'application', 'running', 'offline', 'worry', 'data', 'usage', 'quality', 'internet', 'connection', 'given', 'location', 'easy', 'way', 'adapt', 'buyme', 'need', 'add', 'list', 'product', 'name', 'product', 'info', 'application', 'remember', 'product', 'category', 'shop', 'give', 'hint', 'next', 'time', 'also', 'edit', 'dictionary', 'buyme', 'made', 'give', 'freedom', 'application', 'systematically', 'improved', 'based', 'user', 'review', 'feel', 'review']",Shopping
33790,,"['fast', 'accurate', 'cricket', 'live', 'score', 'mobile', 'fast', 'accurate', 'live', 'score', 'result', 'standing', 'sport', 'competition', 'live', 'match', 'statistic', 'sport', 'feature', 'following', 'favorite']",Shopping
33913,,"['start', 'saving', 'money', 'time', 'today', 'quickly', 'organize', 'item', 'needed', 'next', 'shopping', 'trip', 'grocery', 'list', 'organizer', 'make', 'shopping', 'quick', 'efficient', 'saving', 'money']",Shopping
