,package,description,category
25854,,"['runsat', 'gps', 'sport', 'tracker', 'help', 'track', 'share', 'run', 'bike', 'skate', 'walk', 'includes', 'multiple', 'sport', 'manual', 'auto', 'lap', 'functionality', 'auto', 'pause', 'live', 'map', 'display', 'track', 'integrated', 'diary', 'share', 'track', 'online']",Health & fitness
25875,,"['pilate', 'workout', 'great', 'workout', 'pilate', 'great', 'way', 'stay', 'fit', 'men', 'woman', 'age', 'video', 'referencing', 'library', 'come', 'back', 'refresher', 'lesson', 'search', 'something', 'edit', 'video', 'title', 'subtitle', 'keep', 'set', 'user', 'note', 'move', 'video', 'around', 'group', 'even', 'change', 'group', 'make', 'video', 'favourite', 'give', 'rating', 'search', 'title', 'note', 'view', 'favourite', 'rating', 'view', 'history', 'last', 'ten', 'played', 'visited', 'video', 'lesson', 'include', 'jillian', 'michael', 'week', 'six-pack', 'ab', 'workout-', 'level', 'pilate', 'full', 'minute', 'class', 'jillian', 'michael', 'yoga', 'meltdown', 'level', 'pilate', 'essential', 'full', 'minute', 'exercise', 'video', 'efit30', 'min', 'pilate', 'sclupting', 'fitness', 'blender', 'barre', 'workout', 'video', 'minute', 'barre', 'workout', 'home', 'pilate', 'lean', 'leg', 'toned', 'core', 'minute', 'pilate', 'workout', 'video', 'fitnessblendercom', 'squat', 'butt', 'thigh', 'workout', 'squat', 'leg', 'workout', 'fitnessblendercom', 'pilate', 'core', 'series', 'workout', 'fitness', 'blender', 'pilate', 'ab', 'oblique', 'workout', 'leg', 'slimming', 'pilate', 'butt', 'thigh', 'workout', 'fitnessblendercom', 'pilate', 'cardio', 'workout', 'minute', 'fitness', 'blender', 'cardio', 'pilate', 'blend', 'pilate', 'infused', 'cool', 'stretch', 'workout', 'tone', 'lengthen', 'minute', 'pilate', 'ab', 'leg', 'pilate', 'workout', 'video', 'fitness', 'blender', 'postnatal', 'workout', 'post', 'abdominal', 'surgery', 'workout', 'barre', 'workout', 'butt', 'thigh', 'workout', 'lean', 'leg', 'toned', 'butt', 'comprehensive', 'pilate', 'leg', 'workout', 'fitness', 'blender', 'pilate', 'workout', 'pilate', 'butt', 'thigh', 'workout', 'butt', 'lifting', 'pilate', 'workout', 'toned', 'leg', 'fitnessblendercom', 'fitness', 'blender', 'low', 'impact', 'beginner', 'pilate', 'workout', 'great', 'post', 'pregnancy', 'workout', 'mother', 'home', 'total', 'body', 'barre', 'workout', 'barre', 'workout', 'video', 'low', 'impact', 'workout', 'toning', 'lower', 'back', 'workout', 'routine', 'best', 'lower', 'back', 'exercise', 'home', 'fitness', 'blender', 'yoga', 'cardio', 'blend', 'yoga', 'weight', 'loss', 'yoga', 'inspired', 'cardio', 'toning', 'workout', 'fitness', 'blender', 'yoga', 'weight', 'loss', 'strong', 'toned', 'body', 'fitness', 'blender', 'yoga', 'inspired', 'total', 'body', 'toning', 'butt', 'thigh', 'barre', 'workout', 'video', 'beach', 'barre', 'lower', 'body', 'workout', 'long', 'lean', 'leg', 'easy', 'toning', 'flexibility', 'routine', 'fitness', 'blender', 'cool', 'workout', 'minute', 'ab', 'workout', 'fitness', 'blender', 'ab', 'oblique', 'routine', 'pilate', 'ab', 'oblique', 'workout', 'minute', 'fitness', 'blender', 'online', 'pilate', 'class', 'leg', 'slimming', 'pilate', 'butt', 'thigh', 'workout', 'minute', 'online', 'pilate', 'class', 'fitness', 'blender', 'pilate', 'glute', 'thigh', 'workout', 'round', 'butt', 'fitness', 'blender', 'pilate', 'butt', 'lifting', 'workout', 'bikini', 'body', 'pilate', 'minute', 'ab', 'butt', 'thigh', 'pilate', 'workout', 'fitnessblendercom', 'goodbye', 'stress', 'calming', 'stretching', 'workout', 'full', 'body', 'yoga', 'infused', 'stretching', 'routine', 'relaxing', 'pilate', 'yoga', 'blend', 'calming', 'yoga', 'pilate', 'workout', 'strength', 'flexibility', 'fat', 'burning', 'hiit', 'pilate', 'workout', 'minute', 'pilate', 'hiit', 'cardio', 'blend', 'pilate', 'butt', 'thigh', 'burnout', 'squat', 'pilate', 'workout', 'lifted', 'round', 'butt', 'toned', 'thigh', 'stress', 'busting', 'yoga', 'pilate', 'workout', 'relaxing', 'stretch', 'workout', 'flexibility', 'lake', 'yoga', 'workout', 'fluid', 'yoga', 'stretch', 'flexibility', 'toning', 'stress', 'relief', 'cool', 'workout', 'stretching', 'pilate', 'yoga', 'workout', 'blend', 'relaxing', 'stretching', 'routine', 'relieve', 'stress', 'back', 'pain', 'restorative', 'yoga', 'pilate', 'workout', 'improve', 'mood', 'circulation', 'relaxing', 'stretching', 'workout', 'many', 'many']",Health & fitness
25884,,"['hatch', 'squat', 'program', 'window', 'enter', 'rep', 'max', 'back', 'squat', 'front', 'squat', 'select', 'pound', 'kilogram', 'tap', 'compute', 'computes', 'week', 'hatch', 'squat', 'cycle', 'lift', 'day', 'week', 'week', 'follow', 'plan', 'pick', 'day', 'sure', 'leave', 'day', 'lift', 'day']",Health & fitness
25888,,"['deekfit', 'gym', 'ultimate', 'tool', 'anyone', 'go', 'gym', 'enter', 'track', 'workout', 'view', 'stats', 'build', 'routine', 'auto-countdown', 'timer', 'tabata', 'interval', 'monitor', 'weight', 'set', 'goal', 'keep', 'daily', 'note', 'add', 'custom', 'exercise', 'calculate', 'bmi', 'bmr', 'wilks', 'total', 'estimate', 'one-rep', 'max', 'go', 'gym', 'without', 'change', 'version', '-new', 'feature', 'body', 'measurement', 'tracking', '-updated', 'faster', 'charting', 'engine', 'tap-to-hold', 'detail', '-fixed', 'issue', 'list', 'fully', 'scrollable', '-routine', 'history', 'view', 'feature', 'work', '-note', 'search', 'work', '-fast', 'resume']",Health & fitness
25899,,"['exercise', 'specifically', 'tailored', 'towards', 'home', 'workout', 'used', 'beginner', 'straight', 'expert', 'allowing', 'pick', 'exercise', 'level', 'right', 'easy', 'started', 'equipment', 'every', 'required', 'exercise', 'require', 'body', 'weight']",Health & fitness
25919,,"['interval', 'round', 'timer', 'simply', 'great', 'looking', 'interval', 'trainer', 'whether', ""'re"", 'hiit', 'cycling', 'running', 'crossfit', 'workout', 'boxing', 'mma', 'timer', 'allow', 'concentrate', 'training', 'take', 'care', 'timing', 'looking', 'clock', 'working', 'really', 'easy', 'lot', 'presets', 'choose', 'pre-loaded', 'combat', 'sport', 'presets', 'boxing', 'mma', 'muay', 'thai', 'brazilian', 'jiu', 'jitsu', 'judo', 'continue', 'run', 'even', 'screen', 'locked', 'sound', 'effect', 'round', 'start/end']",Health & fitness
25944,,"['register', 'track', 'menstrual', 'cycle', 'monthlyassistant2', 'see', 'predicted', 'start', 'next', 'cycle', 'add', 'calendar', 'click', 'button', 'prediction', 'informational', 'purpose', 'easy', 'read', 'chart', 'see', 'variation', 'duration', 'day', 'period', 'easy', 'overview', 'menstrual', 'cycle', 'history']",Health & fitness
25947,,"['pregnancy', 'exercise', 'learn', 'healthy', 'exercise', 'pregnancy', 'pregnant', 'important', 'pregnancy', 'stay', 'shape', 'flexible', 'prepare', 'body', 'time', 'delivery', 'exercise', 'pregnancy', 'full', 'training', 'program', 'tailored', 'trimester', 'pregnancy', 'including', 'brief', 'routine', 'stretching', 'warming', 'selected', 'best', 'explanatory', 'video', 'combining', 'exercise', 'yoga', 'pilate', 'prenatal', 'easy', 'practice', 'effective', 'improve', 'flexibility', 'physical', 'agility', 'take', 'care', 'baby', 'exercise', 'essential', 'expectant', 'mother', 'concerned', 'health', 'health', 'baby', 'application', 'includes', 'video', 'prenatal', 'exercise', 'tailored', 'week', 'gestation', 'health', 'tip', 'nutrition', 'pregnancy', 'download', 'exercise', 'pregnancy', 'smartphone', 'tablet', 'take', 'care', 'health', 'health', 'baby', 'pregnancy']",Health & fitness
25955,,"['giving', 'best', 'way', 'stay', 'fit', 'truly', 'work', ""'ll"", 'learn', 'six', 'pack', 'ab', 'workout', 'butt', 'leg', 'workout', 'ab', 'chest', 'workout', 'cardio', 'exercise', 'triceps', 'workout', 'push', 'workout', 'plank', 'information', 'provided', 'video', 'format', 'watch', 'apply', 'workout', 'life', 'shorty', 'update', 'option', 'download', 'thesis', 'video', 'device', 'try', 'best', 'update', 'best', 'tip', 'stay', 'fit', 'anyone', 'find', 'spam', 'please', 'report', 'u', 'would', 'definitely', 'take', 'issue', 'seriously']",Health & fitness
25971,,"['yoga', 'group', 'physical', 'mental', 'spiritual', 'practice', 'discipline', 'originated', 'ancient', 'india', 'broad', 'variety', 'yoga', 'school', 'practice', 'goal', 'hinduism', 'buddhism', 'jainism', 'collection', 'video', 'tutorial', 'quickly', 'introduce', 'world', 'yoga', 'yoga', 'becoming', 'ever', 'popular', 'fitness', 'tool', 'used', 'sportsman', 'around', 'world', 'prolong', 'career', 'prevent', 'injury', 'video', 'referencing', 'library', 'come', 'back', 'refresher', 'lesson', 'search', 'something', 'edit', 'video', 'title', 'subtitle', 'keep', 'set', 'user', 'note', 'move', 'video', 'around', 'group', 'even', 'change', 'group', 'make', 'video', 'favourite', 'give', 'rating', 'search', 'title', 'note', 'view', 'favourite', 'rating', 'view', 'history', 'last', 'ten', 'played', 'visited', 'video', 'lesson', 'include', 'yoga', 'beginner', 'minute', 'home', 'yoga', 'workout', 'yoga', 'weight', 'loss', 'strengthen', 'lengthen', 'yoga', 'strength', 'focus', 'pas', 'power', 'yoga', 'yoga', 'power', 'half', 'hour', 'power', 'yoga', 'quickie', 'power', 'yoga', 'weight', 'loss', 'power', 'yoga', 'weight', 'loss', 'hour', 'power', 'yoga', 'bryan', 'jones', 'power', 'yoga', 'bryan', 'jones', 'hour', 'power', 'yoga', 'workout', 'every', 'body', 'bryan', 'jones', 'caribbean', 'yoga', 'flow', 'power', 'yoga', 'ab', 'power', 'yoga', 'strength', 'power', 'yoga', 'bryan', 'jones', 'yoga', 'ab', 'workout', 'bryan', 'jones', 'yoga', 'prep', 'bryan', 'jones', 'yoga', 'warm-up', 'sun', 'salutation', 'bryan', 'jones', 'yoga', 'warm', 'intermediate', 'bryan', 'jones', 'yoga', 'triangle', 'sequence', 'bryan', 'jones', 'yoga', 'closing', 'posture', 'bryan', 'jones', '30-minute', 'vinyasa', 'yoga', 'flow', 'arm', 'balance', 'yoga', 'class', 'tight', 'hamstring', 'kelly', 'pender', 'exercise', 'ball', 'full', 'body', 'strengthening', 'full', 'class', 'morning', 'yoga', 'routine', 'energy', 'focus', 'yogiapprovedcom', 'guided', 'mindfulness', 'meditation', 'erik', 'vienneau', 'yogiapprovedcom', 'sun', 'salutation', 'flow', 'beginner', 'class', 'advanced', 'vinyasa', 'yoga', 'flow', 'class', '30-minute', 'beginner', 'flow', 'yoga', 'class', 'ashton', 'august', 'yogiapproved', 'arm', 'balance', 'tutorial', 'crow', 'pose', 'hurdler', 'pose', 'minute', 'vinyasa', 'flow', 'yoga', 'class', 'mountain', 'colorado', '17-minute', 'gentle', 'restorative', 'yin', 'yoga', 'sequence', 'block', 'minute', 'power', 'vinyasa', 'flow', 'yoga', 'class', 'ashton', 'august', 'minute', 'handstand', 'tutorial', 'learn', 'handstand', 'foam', 'roller', 'tutorial', 'foam', 'roller', 'tip', 'started', 'massage', 'ball', 'tutorial', 'yoga', 'strap', 'yoga', 'tutorial', '10-minute', 'yoga', 'class', 'meditation', 'stress', 'relief', 'yoga', 'pose', 'strong', 'summer-ready', 'ab', 'minute', 'booty', 'toning', 'yoga', 'tutorial', 'yoga', 'pose', 'relieve', 'lower', 'back', 'pain', 'yoga', 'class', 'yoga', 'wheel', 'video', 'tutorial', 'downward', 'dog', 'downward', 'facing', 'dog', 'yoga', 'tutorial']",Health & fitness
25980,,"['quick-hitting', 'six', 'pack', 'ab', 'workout', 'complete', 'full', 'ab', 'workout', 'circuit', 'order', 'minimal', 'rest', 'rest', 'needed', 'aim', 'gut', 'quickly', 'possible', 'le', 'rest', 'equal', 'higher', 'intensity', 'quicker', 'pace', 'calorie', 'shredded', 'designed', 'difficult', 'much', 'first', 'scale', 'back', 'based', 'fitness', 'level', 'gradually', 'increase', 'workload', 'challenge', 'also', 'able', 'finish', 'entire', 'circuit', 'within', 'reasonable', 'time', 'frame', 'complete', 'routine', '2-4x', 'per', 'week', 'least', 'day', 'ab', 'workout']",Health & fitness
26009,,"['grapefruit', 'managing', 'mental', 'health', 'write', 'journal', 'track', 'habit', 'emotion', 'unique', 'rating', 'system', 'tie', 'everything', 'together', 'back', 'real', 'data', 'healing', 'oh', 'life', 'wonderful', 'confusing', 'mess', 'day', 'bouncing', 'wall', 'excitement', 'next', 'sitting', 'floor', 'wondering', 'went', 'wrong', 'experience', 'alone', 'playbook', 'sort', 'thing', 'manual', 'formula', 'right', 'answer', 'stumbling', 'around', 'dark', 'room', 'underpants', 'looking', 'light', 'switch', 'wondering', 'noise', 'grapefruit', 'fruit', 'magically', 'solve', 'nothing', 'could', 'make', 'sense', 'might', 'wan', 'na', 'grapefruit', 'fruit', 'following', 'applies', 'take', 'better', 'care', 'mental', 'health', 'sure', 'behave', 'way', 'sometimes', 'making', 'big', 'life', 'decision', 'human', 'person', 'sometimes', 'interacts', 'human', 'people', 'simple', 'write', 'day', 'track', 'feeling', 'look', 'pretty', 'chart', 'discover', 'pattern', 'life', 'understand', 'way', 'never', 'eat', 'grapefruit', 'fruit', 'favourite', 'quote', 'thought', 'life', 'filled', 'bad', 'day', ""'m"", 'discovering', ""'m"", 'many', 'bad', 'day', 'thought', ""'m"", 'already', 'starting', 'positive', 'outlook', 'life', 'great', 'job', 'guy', 'great', 'truly', 'making', 'difference', 'life', 'really', 'love', 'ca', 'imagine', 'day', 'without', 'rating']",Health & fitness
26029,,"['includes', 'variety', 'upper', 'body', 'exercise', 'video', 'back', 'shoulder', 'arm', 'chest', 'workout', 'include', 'bodyweight', 'exercise', 'exercise', 'exercise', 'band', 'dumbbell', 'choose', 'different', 'workout', 'targeting', 'different', 'muscle', 'group', 'select', 'favorite', 'exercise', 'create', 'workout', 'routine']",Health & fitness
26033,,"['ovulation', 'calendar', 'help', 'determine', 'fertile', 'day', 'month', 'either', 'achieve', 'avoid', 'pregnancy', 'calendar', 'based', 'date', 'last', 'period', 'average', 'period', 'length', 'luteal', 'phase', 'information', 'chart', 'generated', 'month', 'including', 'detail', 'next', 'period', 'date', 'best', 'day', 'conceive', 'boy', 'girl', 'ovulation', 'day', 'abstain', 'avoid', 'pregnancy']",Health & fitness
26035,,"['ovulation', 'calendar', 'help', 'determine', 'fertile', 'day', 'month', 'either', 'achieve', 'avoid', 'pregnancy', 'calendar', 'based', 'date', 'last', 'period', 'average', 'period', 'length', 'luteal', 'phase', 'information', 'chart', 'generated', 'month', 'including', 'detail', 'next', 'period', 'date', 'best', 'day', 'conceive', 'boy', 'girl', 'ovulation', 'day', 'abstain', 'avoid', 'pregnancy']",Health & fitness
26042,,"['variety', 'stretching', 'exercise', 'video', 'whether', 'runner', 'computer', 'geek', 'stressed', 'something', 'stretch', 'grouped', 'routine', 'computer', 'break', 'woke', 'flexibility', 'stress', 'release', 'runner', 'cooldown', 'back', 'reliever', 'ankle', 'foot', 'love', 'also', 'build', 'customized', 'routine', 'exercise']",Health & fitness
26086,,"['v1.0.1.0', 'added', 'vibration', 'notification', 'stamen', 'window', 'phone', 'created', 'freedivers', 'ultimate', 'purpose', 'improve', 'freediving', 'skill', 'increasing', 'breath-holding', 'time', 'stamen', 'o2', 'deprivation', 'co2', 'tolerance', 'table', 'allows', 'configure', 'table', 'correspond', 'skill', 'level', 'lead', 'workout', 'visual', 'voice', 'notification', 'track', 'history', 'workout', 'stamen', 'absolutely', 'adless', 'application', 'welcome', 'encourage', 'feedback', 'u', 'make', 'application', 'even', 'better', 'see', 'underwater']",Health & fitness
26132,,"['take', 'break', 'stretching', 'eye', 'exercise', 'specially', 'built', 'office', 'worker', 'people', 'work', 'long', 'hour', 'position', 'exercise', 'important', 'fit', 'healthy', 'consists', 'small', 'exercise', 'capable', 'enough', 'keep', 'fit']",Health & fitness
26183,,"['introducing', 'optical', 'heart', 'rate', 'window', 'phone', 'reliable', 'measure', 'heart', 'rate', 'using', 'phone', 'camera', 'simply', 'place', 'fingertip', 'lens', 'press', 'start', 'heart', 'rate', 'appears', 'second', 'trial', 'mode', 'fully', 'functional', 'must', 'purchase', 'application', 'remove', 'advertisement', 'application', 'built', 'ground', 'exclusively', 'window', 'phone', 'would', 'appreciate', 'bought', 'wrote', 'review', 'u', '•accurate', 'reading', '•store', 'reading', 'category', '•sketch', 'graph', 'reading', 'particular', 'category', '•tells', 'heart', 'rate', 'zone', '•works', 'great', 'even', 'without', 'flash', 'light', 'saving', 'battery', '•you', 'turn', 'camera', 'flash', 'light', 'enough', 'ambient', 'light', 'good', 'reading', 'wp8', 'trouble', 'try', 'tip', 'improve', 'measurement', '•ensure', 'good', 'lighting', 'phone', 'flash', 'light', 'turn', 'flash', 'light', 'setting', '•keep', 'still', 'avoid', 'introducing', 'false', 'signal', '•don', 'press', 'hard', 'restrict', 'blood', 'flow', 'finger', '•a', 'cold', 'finger', 'also', 'le', 'blood']",Health & fitness
26199,,"['bosu', 'ball', 'popular', 'piece', 'equipment', 'fun', 'easy', 'great', 'tool', 'fit', 'keep', 'shape', 'tuitional', 'video', 'guide', 'show', 'much', 'bosu', 'ball', 'exercise', 'done', 'home', 'edit', 'video', 'title', 'subtitle', 'keep', 'set', 'user', 'note', 'move', 'video', 'around', 'group', 'even', 'change', 'group', 'make', 'video', 'favourite', 'give', 'rating', 'search', 'title', 'note', 'view', 'favourite', 'rating', 'view', 'history', 'last', 'ten', 'played', 'visited', 'video', 'tuitional', 'video', 'include', 'min', 'full', 'body', 'bosu', 'ball', 'workout', 'dumbbell', 'exercise', 'build', 'muscle', 'lose', 'weight', 'bosu', 'ball', 'workout', 'cardio', 'conditioning', 'exercise', 'hiit', 'workout', 'challenge', 'burn', 'fat', 'bosu', 'minute', 'full', 'body', 'bosu', 'workout', 'minute', 'total', 'body', 'workout', 'bosu', 'ball', 'voice', 'awesome', 'bosu', 'ball', 'exercise', 'total', 'body', 'balance', 'training', 'bosu', 'ball', 'exercise', 'advanced', 'bosu', 'ball', 'workout', 'lower', 'body', 'workout', 'using', 'bosu', 'ball', 'bosu', 'ball', 'workout', 'home', 'exercise', 'bosu', 'ball', 'exercise', 'best', 'bosu', 'ball', 'exercise', 'ab', 'core', 'natalie', 'jill', 'upper', 'body', 'workout', 'bosu', 'leg', 'workout', 'bosu', 'ball', 'fast', 'lap', 'fitness', 'stability', 'training', 'bosu', 'ball', 'transworld', 'motocross', 'workout', 'beginner', 'bosu', 'ball', 'workout', 'bosu', 'exercise', 'full-body', 'workout', 'fit', 'best', 'ab', 'exercise', 'bosu', 'ball', 'workout', 'bosu', 'balance', 'training', 'beginner', 'torch', 'calorie', 'fast', 'build', 'power', 'min', 'ultimate', 'workout', 'beginner', 'bosu', 'ball', 'beginner', 'workout', 'bosu', 'balance', 'circuit', 'training', 'beginner', 'min', 'beginner', 'stability', 'ball', 'dumbbell', 'workout', 'fitter', 'u', 'yuri', 'elkaim', 'demonstrates', 'bosu', 'ball', 'exercise', 'lose', 'belly', 'fat', 'fast', 'minute', 'total', 'body', 'workout', 'bosu', 'ball', 'voice', 'sickfit', 'fit', 'minute', 'bosu', 'trainer', 'hiit', 'workout', 'hot', 'bod', 'bosu', 'workout', 'leg', 'workout', 'bosu', 'ball', 'workout', 'quick', 'leg', 'cardio', 'bosu', 'ball', 'workout', 'home', 'gym', 'body', 'bodytek', 'bosu', 'full', 'body', 'workout', 'fitness', 'body', 'sculpting', 'stretching', 'bosu', 'ball', 'fitness', 'workout', 'series', 'row', 'bosu', 'ball', 'workout', 'beginner', 'lower', 'back', 'exercise', 'turning', 'jump', 'bosu', 'ball', 'workout', 'bosu', 'ball', 'workout', 'hiit', 'cardio', 'bosu', 'ball', 'static', 'supine', 'bridge', 'personal', 'training', 'bosu', 'ball', 'dynamic', 'plank', 'core', 'triceps', 'shoulder', 'exercise', 'min', 'beginner', 'total', 'body', 'workout', 'wdb', 'stability', 'ball', 'voice', 'included', 'bosu', 'ball', 'exercise', 'balance', 'challenge', 'bosu', 'balance', 'trainer', 'squat', 'round', 'burpees', 'without', 'push', 'ups', 'straight', 'leg', 'sit', 'ups', 'bosu', 'ball', 'squat', 'w', 'med', 'ball', 'push', 'press', 'rep', 'snowboard', 'fitness', 'training', 'personal', 'trainer', 'stephen', 'tongue', 'bosu', 'ball', 'exercise', 'back', 'bosu', 'ball', 'bosu', 'ball', 'workout', 'box', 'jump', 'burpees', 'lateral', 'jump', 'bosu', 'mountain', 'climber', 'bosu', 'ball', 'boxing', 'stationary', 'easy', 'min', 'beginner', 'fast', 'belly', 'blaster', 'abs-toning', 'medicine', 'ball', 'workout', 'seta', 'personal', 'training', 'bosu', 'ball', 'quick', 'foot', 'plyometric', 'exercise', 'glute', 'workout', 'hip', 'raise', 'single', 'leg', 'bosu', 'eotw', 'sarah', 'bosu', 'ball', 'russian', 'twist', 'plank', 'bosu', 'seta', 'personal', 'training', 'plank', 'updown', 'seta', 'personal', 'training', 'v-sit', 'bicep', 'curl', 'seta', 'personal', 'training', 'updown', 'seta', 'personal', 'training', 'superman', 'seta', 'personal', 'training', 'step', 'lunge', 'seta', 'personal', 'training', 'bosu', 'bicycle', 'seta', 'personal', 'training', 'side', 'side', 'step', 'seta', 'personal', 'training', 'knee', 'seta', 'personal', 'training', 'turning', 'jump', 'seta', 'personal', 'training', 'plank', 'lunge', 'bosu', 'ball', 'exercise', 'bosu', 'ball', 'exercise', 'lunge', 'overhead', 'press', 'bosu', 'ball', 'exercise', 'bosu', 'ball', 'exercise', 'squat', 'bicep', 'curl', 'bosu', 'ball', 'exercise', 'bosu', 'ball', 'exercise', 'lunge', 'bicep', 'curl', 'bosu', 'ball', 'exercise', 'bosu', 'ball', 'exercise', 'lunge', 'lateral', 'raise', 'bosu', 'ball', 'exercise', 'bosu', 'ball', 'exercise', 'push', 'glute', 'lift', 'bosu', 'ball', 'exercise', 'bosu', 'ball', 'exercise', 'v', 'ups', 'bosu', 'ball', 'exercise', 'bosu', 'ball', 'exercise', 'side', 'plank', 'leg', 'lift', 'bosu', 'ball', 'exercise', 'bosu', 'ball', 'exercise', 'oblique', 'crunch', 'bosu', 'ball', 'exercise', 'bosu', 'ball', 'exercise', 'plank']",Health & fitness
26200,,"['water', 'aerobics', 'wonderful', 'way', 'stay', 'fit', 'many', 'exercise', 'collection', 'video', 'tutorial', 'show', 'way', 'video', 'referencing', 'library', 'come', 'back', 'refresher', 'lesson', 'search', 'something', 'keep', 'set', 'user', 'note', 'move', 'video', 'around', 'group', 'even', 'change', 'group', 'make', 'video', 'favourite', 'give', 'rating', 'search', 'title', 'note', 'view', 'favourite', 'rating', 'view', 'history', 'last', 'ten', 'played', 'visited', 'video', 'lesson', 'include', 'aqua', 'teaser', 'hip', 'abdominal', 'exercise', 'fitness', 'water', 'aerobics', 'abdominal', 'workout', 'life', 'exercise', 'water', 'core', 'stability', 'routine', 'ab', 'workout', 'water', 'taxi', 'back', 'abdominal', 'exercise', 'fitness', 'water', 'aerobics', 'exercise', 'water', 'aerobics', 'ab', 'exercise', 'aquagym', 'abdominal', 'exercise', 'deck', 'dip', 'arm', 'abdominal', 'exercise', 'fitness', 'water', 'aerobics', 'exercise', 'water', 'aerobics', 'side', 'ab', 'exercise', 'aqua', 'ab', 'noodle', 'aea', 'online', 'cec', 'course', 'side', 'ab', 'workout', 'water', 'aerobics', 'water', 'workout', 'core', 'aquatic', 'therapy', 'ask', 'doctor', 'jo', 'ab', 'exercise', 'pool', 'leg', 'extention', 'sylvias', 'water', 'aerobics', 'swing', 'ab', 'workout', 'ab', 'workout', 'water', 'aerobics', 'full', 'body', 'workout', 'v', 'sit', 'kick', 'combo', 'exercise', 'fitness', 'jody', 'bunting', 'water', 'aerobics', 'aqua', 'ab', 'exercise', 'egypt', 'ab', 'exercise', 'water', 'aqua', 'ab', 'noodle', 'coming', 'attraction', 'burn', 'calorie', 'full', 'body', 'workout', 'fitness', 'aqua', 'aerobics', 'sit', 'upsavi', 'pool', 'exercise', 'youll', 'deeper', 'water', 'workout', 'wwwsuepoolgurucom', 'leg', 'tuck', 'pool', 'aqua', 'exercise', 'using', 'aqua', 'dumbbell', 'wwwmirabaihollandcom', 'aqua-fitness', 'core-training', 'mit', 'der', 'poolnudel', 'beyond', 'aqua', 'aerobics', 'water', 'aerobics', 'water', 'aerobic', 'workout', 'boot', 'camp', 'h2o', 'add', 'water', 'deep', 'militant', 'maneuver', 'pool', 'workout', 'pretzel', 'noodle', 'sylvias', 'noodle', 'exercise', 'katrien', 'brazilavi', 'aqua', 'spectacular', 'filex', 'part', 'shallow', 'workout', 'noodle', 'water', 'aerobics', 'exercise', 'water', 'aerobics', 'line', 'jumping', 'working', 'pool', 'noodle', 'fitness', 'fun', 'aqua', 'work', 'vid', 'fit', 'aloha', 'present', 'water', 'aerobics', 'maui', 'aquafit', 'pool', 'kickboxing', 'classicsmuscle', 'mixer', 'aquatic', 'kickboxing', 'body', 'conditioning', 'liquid', 'hilo', 'flex', 'flow', 'aqua', 'cardio', 'aqua', 'yoga', 'aqua', 'strength', 'h2o', 'choreo', 'gofluid', 'strength-', 'aqua', 'cardio', 'noodle', 'foam', 'dumbbell', 'prof', 'edilson', 'hidroginstica', 'prof', 'edilson', 'aula', 'de', 'hidroginstica', 'rio', 'verde', 'prof', 'edilson', 'aula', 'de', 'hiroginastica', 'aqua', 'zumba', 'rosa', 'w', 'eva', 'brammer', 'cph', 'hidro', 'junina', 'water', 'pilate', 'hidro', 'pilate', 'acqua', 'pilate', 'litle', 'demonstracion', 'aula', 'de', 'hidroginstica-professora', 'janete', 'aula', 'de', 'hidroginstica', 'pilate', 'water', 'water', 'pilate', 'aqua', 'fitness', 'ejercicios', 'con', 'churro', 'deep', 'leverage', 'fit', 'motivation', 'aqua', 'vertizontal', 'deep', 'water', 'cardio', 'filex', 'wet', 'present', 'deep', 'water', 'double', 'jackie', 'lebeau', 'anderson', 'teach', 'deep', 'water', 'cardio', 'choreo', 'hydro', 'electric', 'deep', 'water', 'aqua', 'video', 'highlight', 'water', 'exercise', 'deep', 'water', 'crunch', 'roll', 'deep', 'water', 'workout', 'water', 'aerobics', 'watergym', 'water', 'aerobics', 'exercise', 'water', 'aerobics', 'exercise', 'water', 'aerobics', 'jogging', 'noodle', 'water', 'aerobics', 'exercise', 'water', 'aerobics', 'front', 'back', 'kick', 'water', 'aerobics', 'exercise', 'water', 'aerobics', 'flutter', 'kicking', 'basic', 'aqua', 'fitness', 'pool', 'workout', 'adding', 'arm', 'exercise', 'aqua', 'fitness', 'workout', 'basic', 'aqua', 'fitness', 'pool', 'workout', 'crunch', 'water', 'aqua', 'fitness', 'birthlight', 'aqua', 'yoga', 'swimming', 'stretch', 'water', 'aerobics', 'exercise', 'water', 'aerobics', 'side', 'kick', 'water', 'aerobics', 'exercise', 'water', 'aerobics', 'bicycle', 'exercise', 'water', 'aerobics', 'exercise', 'water', 'aerobics', 'punching', 'basic', 'aqua', 'fitness', 'pool', 'workout', 'working', 'oblique', 'pool', 'workout']",Health & fitness
